gene1	gene_type	gene2	gene_type	combined_score
Serpina3k	Down	Cyp2a12	Down	163
Serpina3k	Down	Apoa5	Down	163
Serpina1a	Down	Cpn2	Down	163
Nat8f2	Down	Cyp2d26	Down	163
Mug1	Down	Cyp2e1	Down	163
Mat1a	Down	Hnf4a	Down	163
Gys2	Down	Gc	Down	163
Ces1c	Down	Apob	Down	163
Art1	Down	Ampd1	Down	163
Tnni2	Down	Art1	Down	162
Tg	Down	Apcs	Down	162
Serpina1c	Down	Cpn2	Down	162
Serpina1b	Down	Akr1c6	Down	162
Serpina1a	Down	Cyp2c50	Down	162
Pzp	Down	Hamp	Down	162
Otc	Down	Car3	Down	162
Krt7	Up	Klk1	Up	162
Kng2	Down	Fabp1	Down	162
Hrg	Down	Cyp2c54	Down	162
Gc	Down	Cyp2c50	Down	162
Fgb	Down	Cyp2e1	Down	162
Cpn2	Down	Apob	Down	162
Ces3a	Down	Apcs	Down	162
Ucp1	Down	Apob	Down	161
Tg	Down	Serpina1a	Down	161
Tat	Down	H2-Q10	Down	161
Pzp	Down	Cyp2c29	Down	161
Orm1	Down	Car3	Down	161
Mup5	Up	Ambp	Down	161
Klk1b26	Up	Hp	Down	161
Hp	Down	Ces1d	Down	161
Hamp	Down	Cyp2d10	Down	161
Hamp	Down	Ces1c	Down	161
H2-Q10	Down	Gc	Down	161
Fabp1	Down	Cyp2c29	Down	161
Aqp7	Down	Ankrd61	Up	161
Uroc1	Down	Cyp2e1	Down	160
Serpina3k	Down	Ces1c	Down	160
Rdh7	Down	Cyp4f18	Down	160
Pip	Up	Klk1b9	Up	160
Klk1b8	Up	4930558K02Rik	Up	160
Klk1b11	Up	Hp	Down	160
Hpd	Down	Hp	Down	160
Gm6710	Down	Apoa1	Down	160
Fgl1	Down	Azgp1	Down	160
Cyp1a2	Down	Cpb2	Down	160
Uroc1	Down	Fgb	Down	159
Uroc1	Down	Cpn2	Down	159
Tnn	Up	Ankrd61	Up	159
Serpinc1	Down	Cyp4a10	Down	159
Serpina3k	Down	Apob	Down	159
Scgb2b26	Up	Klk1b5	Up	159
Saa4	Down	Hpd	Down	159
Pip	Up	Crisp3	Up	159
Pck1	Down	Cyp2d26	Down	159
Kng2	Down	Cyp4a10	Down	159
Klk1b1	Up	Hp	Down	159
Hnf4a	Down	Ces1c	Down	159
Gys2	Down	Cyp2a12	Down	159
Gm6710	Down	Cps1	Down	159
Fgb	Down	Cyp1a2	Down	159
Cyp2j5	Down	Crisp1	Up	159
Cyp2d10	Down	Apob	Down	159
Cps1	Down	Bhmt	Down	159
Tg	Down	Klk1b9	Up	158
Slc6a4	Up	Ngf	Up	158
Serpina1c	Down	Otc	Down	158
Serpina1a	Down	Otc	Down	158
Serpina1a	Down	Ces1d	Down	158
Pzp	Down	Cyp2d10	Down	158
Pck1	Down	Fgg	Down	158
Nat8f2	Down	Apoc3	Down	158
Krt7	Up	Dcpp2	Up	158
Kng1	Down	Cyp2c50	Down	158
Klk1b9	Up	Dcpp1	Up	158
Klk1b5	Up	Dcpp1	Up	158
Klk1b24	Up	Hp	Down	158
Klk1b21	Up	Hp	Down	158
Gys2	Down	Cfi	Down	158
Fxyd3	Up	Esrp1	Up	158
Cyp3a11	Down	Apcs	Down	158
Cyp2d26	Down	Ces3a	Down	158
Uroc1	Down	Cpb2	Down	157
Tg	Down	Klk1b5	Up	157
Serpina1a	Down	Cyp2c29	Down	157
Scgb1b27	Up	Klk1b16	Up	157
Prol1	Up	Dcpp1	Up	157
Oit1	Up	Muc13	Up	157
Mup5	Up	Klk1b26	Up	157
Mug1	Down	Kng2	Down	157
Kng2	Down	Cyp3a11	Down	157
Kng2	Down	Azgp1	Down	157
Klk1b1	Up	4930558K02Rik	Up	157
Hamp	Down	Cyp3a11	Down	157
Hamp	Down	Apcs	Down	157
Gys2	Down	Cpb2	Down	157
Fabp4	Down	Akr1c6	Down	157
Cyp4f18	Down	Cpn2	Down	157
Cpn2	Down	Alb	Down	157
Uroc1	Down	Cyp4a10	Down	156
Tat	Down	Serpina3k	Down	156
Serpina3k	Down	Fabp1	Down	156
Serpina3k	Down	Apoa4	Down	156
Serpina3k	Down	Alas2	Up	156
Serpina1b	Down	Car3	Down	156
Saa4	Down	Cyp2j5	Down	156
Klk1b5	Up	Gc	Down	156
Hp	Down	Cldn4	Up	156
Hamp	Down	Cyp2c37	Down	156
Gys2	Down	Alb	Down	156
Fam71d	Down	Crisp1	Up	156
Cyp4a10	Down	Ces1c	Down	156
Ugt3a2	Down	Otc	Down	155
Ucp1	Down	Aqp7	Down	155
Tnn	Up	Serpinc1	Down	155
Tnn	Up	Serpina3k	Down	155
Tnn	Up	Serpina1d	Down	155
Tnn	Up	Serpina1c	Down	155
Tnn	Up	Serpina1b	Down	155
Tnn	Up	Serpina1a	Down	155
Sost	Up	Alb	Down	155
Serpina1b	Down	Fbp1	Down	155
Serpina1a	Down	Pth	Down	155
Rdh7	Down	Ces1d	Down	155
Plg	Down	Acpp	Up	155
Pck1	Down	Adig	Down	155
Nat8f2	Down	Cyp2a12	Down	155
Mylpf	Down	Art1	Down	155
Mat1a	Down	Aqp7	Down	155
Klk1b5	Up	Ankrd61	Up	155
Klk1b3	Up	Ankrd61	Up	155
Itih1	Down	Cyp2e1	Down	155
Hnf4a	Down	Cyp4f18	Down	155
Fbp1	Down	Apoa5	Down	155
Dcpp1	Up	Ankrd61	Up	155
Cyp2c50	Down	Apoa2	Down	155
Cpn2	Down	Azgp1	Down	155
Tg	Down	Klk1b8	Up	154
Serpina1d	Down	Cyp3a25	Down	154
Serpina1b	Down	Cyp4a10	Down	154
Serpina1b	Down	Cyp1a2	Down	154
Scgb2b26	Up	Klk1b11	Up	154
Orm1	Down	Apob	Down	154
Myom2	Down	Adig	Down	154
Myh2	Down	Alb	Down	154
Klk1	Up	Egf	Up	154
Hp	Down	Apof	Down	154
Hnf4a	Down	Elf5	Up	154
Hnf4a	Down	Cldn7	Up	154
Fgb	Down	Cyp2c50	Down	154
Cyp3a25	Down	Ampd1	Down	154
Cyp3a11	Down	Ampd1	Down	154
Cyp1a2	Down	Ambp	Down	154
Car6	Up	Car3	Down	154
Serpina1c	Down	Cyp1a2	Down	153
Saa4	Down	Mup5	Up	153
Rdh7	Down	Pck1	Down	153
Plg	Down	Gys2	Down	153
Pip	Up	Acpp	Up	153
Otc	Down	Cyp2c50	Down	153
Oit1	Up	Cldn7	Up	153
Myom2	Down	Cst10	Up	153
Lrrc26	Up	Klk1b5	Up	153
Krt23	Up	Klk1b16	Up	153
Itih1	Down	H2-Q10	Down	153
Hnf4a	Down	Ces3a	Down	153
Gys2	Down	Cyp2c29	Down	153
Fabp4	Down	Ces3a	Down	153
Cyp2d26	Down	Apcs	Down	153
Cyp1a2	Down	Apob	Down	153
Crisp3	Up	Cldn7	Up	153
Ces1d	Down	Akr1c6	Down	153
Uroc1	Down	Saa4	Down	152
Tg	Down	Serpinc1	Down	152
Serpina3k	Down	Atp6v0d2	Up	152
Serpina1d	Down	Pck1	Down	152
Scgb1b27	Up	Klk1b24	Up	152
Nat8f2	Down	Apof	Down	152
Mup5	Up	Klk1b27	Up	152
Klk1b4	Up	Bpifa2	Up	152
Hp	Down	Cyp2c29	Down	152
Hnf4a	Down	Elovl3	Down	152
Gys2	Down	Cox8b	Down	152
Fabp4	Down	F2	Down	152
Fabp4	Down	Egf	Up	152
Crisp1	Up	Atp6v0d2	Up	152
Ckm	Down	Cd36	Down	152
Uroc1	Down	Mug1	Down	151
Ugt3a2	Down	Cyp4f18	Down	151
Tg	Down	Elovl3	Down	151
Serpina1c	Down	Myl1	Down	151
Serpina1b	Down	Mug1	Down	151
Pck1	Down	Ahsg	Down	151
Orm1	Down	Nat8f2	Down	151
Orc1	Down	Actg2	Up	151
Ngf	Up	BC048546	Up	151
Muc13	Up	Klk1b1	Up	151
Lrrc26	Up	Klk1b3	Up	151
Krt7	Up	Cldn8	Up	151
Klk1b3	Up	Hp	Down	151
Hrg	Down	Gys2	Down	151
Fgl1	Down	Alb	Down	151
Fgg	Down	Ces3a	Down	151
Elovl3	Down	Cd36	Down	151
Elf5	Up	Bhlha15	Up	151
Cyp2c50	Down	Apof	Down	151
Cyp2b9	Down	Ces1c	Down	151
Cps1	Down	Ces1d	Down	151
Bpifa2	Up	BC048546	Up	151
Uroc1	Down	Hamp	Down	150
Ucp1	Down	Apoa4	Down	150
Plin1	Down	Apoa1	Down	150
Mup5	Up	Fbp1	Down	150
Lrrc26	Up	Cyp4f18	Down	150
Lrrc26	Up	Cyp4a10	Down	150
Lrrc26	Up	Cyp3a25	Down	150
Lrrc26	Up	Cyp3a11	Down	150
Lrrc26	Up	Cyp2j5	Down	150
Lrrc26	Up	Cyp2e1	Down	150
Lrrc26	Up	Cyp2d26	Down	150
Lrrc26	Up	Cyp2d10	Down	150
Lrrc26	Up	Cyp2c50	Down	150
Lrrc26	Up	Cyp2c37	Down	150
Lrrc26	Up	Cyp2c29	Down	150
Lrrc26	Up	Cyp2b9	Down	150
Lrrc26	Up	Cyp2a12	Down	150
Lrrc26	Up	Cyp1a2	Down	150
Kng2	Down	Cyp2e1	Down	150
Klk1b9	Up	Klk1	Up	150
Kcnn4	Up	Cd36	Down	150
Hpx	Down	Car3	Down	150
Fgl1	Down	Ankrd61	Up	150
Fgg	Down	Ankrd61	Up	150
Fgb	Down	Ankrd61	Up	150
Fbp1	Down	Apoa2	Down	150
Fabp4	Down	Cyp4a10	Down	150
F2	Down	Dio1	Down	150
Cyp2e1	Down	Cfi	Down	150
Cyp2e1	Down	Cd36	Down	150
Atp6v0d2	Up	Aqp7	Down	150
Aqp7	Down	Adig	Down	150
