UNIPROT ID,Protein Name,Docking Rank,Docking Affinity,Gene Rank,Gene P-Value Significance,Fold Change
Q7TQF7,,4098,33.22,0.220334343,0.220334343,1.089764226
Q7TQF7,,7284,21.69,0.220334343,0.220334343,1.089764226
Q8R034,,5304,30.94,0.558450929,0.558450929,0.945675849
P60007,,3582,34.11,0.630277731,0.630277731,0.960902592
Q8BZQ7,,923,40.23,0.435956048,0.435956048,0.941273859
Q91W96,,1444,38.55,0.825354495,0.825354495,1.018271899
Q9WVM3,,5888,29.63,0.844121346,0.844121346,1.01853038
Q9WVM3,,5888,29.63,0.844121346,0.414132019,1.059779708
Q9WVH6,,6127,28.96,0.21654234,0.21654234,0.677523375
Q9WVH6,,6127,28.96,0.21654234,1,0.996615959
Q9WVH6,,6127,28.96,1,0.21654234,0.677523375
Q9WVH6,,6127,28.96,1,1,0.996615959
Q9R182,,2652,35.81,0.649501801,0.649501801,0.772547986
Q9Z1P8,,6084,29.1,0.78004468,0.78004468,1.086786401
Q8R0Z6,,3181,34.86,0.593482195,0.593482195,1.07078333
Q02357,,2526,36.04,0.956558542,0.956558542,1.000974172
Q02357,,2526,36.04,0.956558542,0.23790995,1.124640664
Q02357,,6107,29.03,0.956558542,0.956558542,1.000974172
Q02357,,6107,29.03,0.956558542,0.23790995,1.124640664
Q02357,,7152,23.9,0.956558542,0.956558542,1.000974172
Q02357,,7152,23.9,0.956558542,0.23790995,1.124640664
Q8C8R3,,4974,31.6,0.956558542,0.956558542,1.000974172
Q8C8R3,,4974,31.6,0.956558542,0.412436368,1.058825025
Q8C8R3,,6208,28.76,0.956558542,0.956558542,1.000974172
Q8C8R3,,6208,28.76,0.956558542,0.412436368,1.058825025
G5E8K5,,3086,35.04,0.956558542,0.956558542,1.000974172
G5E8K5,,3086,35.04,0.956558542,0.469480565,1.052360779
Q02357,,2526,36.04,0.23790995,0.956558542,1.000974172
Q02357,,2526,36.04,0.23790995,0.23790995,1.124640664
Q02357,,6107,29.03,0.23790995,0.956558542,1.000974172
Q02357,,6107,29.03,0.23790995,0.23790995,1.124640664
Q02357,,7152,23.9,0.23790995,0.956558542,1.000974172
Q02357,,7152,23.9,0.23790995,0.23790995,1.124640664
Q8C8R3,,4974,31.6,0.412436368,0.956558542,1.000974172
Q8C8R3,,4974,31.6,0.412436368,0.412436368,1.058825025
Q8C8R3,,6208,28.76,0.412436368,0.956558542,1.000974172
Q8C8R3,,6208,28.76,0.412436368,0.412436368,1.058825025
G5E8K5,,3086,35.04,0.469480565,0.956558542,1.000974172
G5E8K5,,3086,35.04,0.469480565,0.469480565,1.052360779
Q6ZPS6,,875,40.54,0.698283073,0.698283073,1.033606532
Q6ZPS6,,3209,34.81,0.698283073,0.698283073,1.033606532
Q8C0W1,,1866,37.44,0.916345474,0.916345474,0.941592711
E9Q4F7,,93,47.62,0.584214037,0.584214037,1.043364771
E9Q4F7,,3278,34.68,0.584214037,0.584214037,1.043364771
E9Q4F7,,4188,33.07,0.584214037,0.584214037,1.043364771
E9Q4F7,,4200,33.04,0.584214037,0.584214037,1.043364771
E9Q4F7,,6849,26.22,0.584214037,0.584214037,1.043364771
Q3UX43,,1469,38.48,0.157042895,0.157042895,1.118246839
Q99NH0,,1957,37.27,0.525939592,0.525939592,1.049238428
Q99NH0,,6347,28.38,0.525939592,0.525939592,1.049238428
Q99NH0,,6952,25.57,0.525939592,0.525939592,1.049238428
Q9WV06,,5561,30.42,0.395088941,0.395088941,0.668802569
Q9WV06,,7071,24.79,0.395088941,0.395088941,0.668802569
Q812A3,,4530,32.44,0.07946958,0.07946958,0.779620466
Q80VM7,,745,41.37,0.390417212,0.390417212,0.929405169
Q80VM7,,5183,31.2,0.390417212,0.390417212,0.929405169
Q811D2,,1959,37.25,0.838175936,0.838175936,1.018161518
Q811D2,,4660,32.19,0.838175936,0.838175936,1.018161518
Q811D2,,5098,31.36,0.838175936,0.838175936,1.018161518
Q3UMR0,,552,42.54,0.428071933,0.428071933,0.934505787
Q3UMR0,,7021,25.2,0.428071933,0.428071933,0.934505787
Q3U0L2,,948,40.14,1,1,1.952412117
Q3U0L2,,948,40.14,1,0.060186653,1.159780689
Q3U0L2,,948,40.14,0.060186653,1,1.952412117
Q3U0L2,,948,40.14,0.060186653,0.060186653,1.159780689
B2RW11,,4870,31.81,0.346489721,0.346489721,1.085958058
B2RW11,,4870,31.81,0.346489721,1,1.150763644
Q3UUF8,,203,45.64,0.236431654,0.236431654,1.138272297
D3Z4K0,,3106,34.99,0.9962281,0.9962281,0
Q5SUE8,,5768,29.92,0.716241311,0.716241311,0.97231077
Q3V096,,4194,33.05,0.361540097,0.361540097,1.092569293
Q810N6,,2523,36.05,0.684541261,0.684541261,1.030941085
Q8VE42,,2155,36.81,0.477753801,0.477753801,0.932028062
Q91WK7,,5368,30.79,0.640592653,0.640592653,1.053577306
Q8BLD6,,4821,31.91,0.693754502,0.693754502,0.947166644
Q69ZU8,,7055,24.91,0.478697228,0.478697228,0.941721277
A2ARS0,,6070,29.14,0.791485017,0.791485017,0.913395934
Q8BIZ1,,3990,33.43,0.798977473,0.798977473,0.978310954
Q8BIZ1,,3990,33.43,0.798977473,0.873066963,1.010002571
Q8BIZ1,,5547,30.44,0.798977473,0.798977473,0.978310954
Q8BIZ1,,5547,30.44,0.798977473,0.873066963,1.010002571
P59672,,6288,28.53,0.798977473,0.798977473,0.978310954
P59672,,6288,28.53,0.798977473,1,1.150763644
Q8BIZ1,,3990,33.43,0.873066963,0.798977473,0.978310954
Q8BIZ1,,3990,33.43,0.873066963,0.873066963,1.010002571
Q8BIZ1,,5547,30.44,0.873066963,0.798977473,0.978310954
Q8BIZ1,,5547,30.44,0.873066963,0.873066963,1.010002571
Q8K3X6,,4793,31.97,0.969786522,0.969786522,0.937321663
Q6GQX6,,1579,38.16,0.720355172,0.720355172,0.967365971
Q6GQX6,,5423,30.69,0.720355172,0.720355172,0.967365971
Q80UU1,,335,44.3,0.798042092,0.798042092,1.025288953
Q80UU1,,1104,39.62,0.798042092,0.798042092,1.025288953
Q80UU1,,3970,33.46,0.798042092,0.798042092,1.025288953
Q80UU1,,6261,28.66,0.798042092,0.798042092,1.025288953
Q8BHY3,,4849,31.84,0.198136201,0.198136201,0.844131302
Q8BHY3,,4849,31.84,0.198136201,1,1.150763644
Q8CFW1,,2285,36.56,0.61878252,0.61878252,1.120216332
Q8CFW1,,3708,33.89,0.61878252,0.61878252,1.120216332
Q8CFW1,,6459,28.08,0.61878252,0.61878252,1.120216332
Q8C5H1,,1640,38.01,0.448759091,0.448759091,1.068529477
Q14AT5,,4464,32.56,0.579349684,0.579349684,0.806728508
Q6PB70,,2126,36.89,0.918761291,0.918761291,1.005007623
Q6PB70,,2234,36.64,0.918761291,0.918761291,1.005007623
Q6PB70,,3865,33.62,0.918761291,0.918761291,1.005007623
Q6PB70,,4204,33.03,0.918761291,0.918761291,1.005007623
Q6PB70,,4685,32.15,0.918761291,0.918761291,1.005007623
Q6PB70,,5449,30.63,0.918761291,0.918761291,1.005007623
Q6PB70,,6376,28.29,0.918761291,0.918761291,1.005007623
O35381,,1704,37.81,0.562401659,0.562401659,1.043057245
O35381,,1704,37.81,0.562401659,1,1.150763644
Q9EST5,,6440,28.14,0.076949608,0.076949608,0.866404172
P97822,,4790,31.97,0.416642783,0.416642783,1.063005246
P97822,,4790,31.97,0.416642783,0.75659339,1.024994306
P97449,,3110,34.98,0.752158464,0.752158464,1.040996526
Q07076,,1554,38.23,0.694572027,0.694572027,0.973513037
O35643,,573,42.4,0.985284252,0.985284252,0.996738952
O35643,,2589,35.94,0.985284252,0.985284252,0.996738952
P22892,,5549,30.44,0.811846055,0.811846055,1.019277284
P17426,,4329,32.8,0.439537534,0.439537534,1.055237855
P17426,,4329,32.8,0.439537534,1,1.150763644
P17427,,6152,28.91,0.36797309,0.36797309,1.064427374
P17427,,6152,28.91,0.36797309,1,1.150763644
Q9DBG3,,3803,33.73,0.330089804,0.330089804,1.068890079
Q9Z1T1,,1402,38.65,0.442012276,0.442012276,1.063447472
Q9JME5,,3431,34.38,0.658446836,0.658446836,1.031592144
B2RUJ5,,265,44.85,0.101878041,0.101878041,1.124330948
B2RUJ5,,591,42.28,0.101878041,0.101878041,1.124330948
B2RUJ5,,2716,35.7,0.101878041,0.101878041,1.124330948
B2RUJ5,,3218,34.79,0.101878041,0.101878041,1.124330948
B2RUJ5,,6297,28.52,0.101878041,0.101878041,1.124330948
Q9QXJ1,,1922,37.33,0.828473954,0.828473954,1.013844836
Q9QXJ1,,5624,30.28,0.828473954,0.828473954,1.013844836
Q9DBR4,,2678,35.77,0.129224679,0.129224679,1.12430921
Q9DBR4,,3418,34.4,0.129224679,0.129224679,1.12430921
Q61315,,468,43.1,0.414132019,0.414132019,1.059779708
Q61315,,2013,37.16,0.414132019,0.414132019,1.059779708
Q61315,,2265,36.59,0.414132019,0.414132019,1.059779708
Q61315,,2676,35.77,0.414132019,0.414132019,1.059779708
Q61315,,2969,35.25,0.414132019,0.414132019,1.059779708
Q61315,,6685,27.1,0.414132019,0.414132019,1.059779708
Q61315,,7335,20.39,0.414132019,0.414132019,1.059779708
Q9WVM3,,5888,29.63,0.414132019,0.844121346,1.01853038
Q9WVM3,,5888,29.63,0.414132019,0.414132019,1.059779708
Q9Z1K7,,1891,37.41,0.414132019,0.414132019,1.059779708
Q9Z1K7,,1891,37.41,0.414132019,0.823937969,1.014735425
Q9Z1K7,,1891,37.41,0.823937969,0.414132019,1.059779708
Q9Z1K7,,1891,37.41,0.823937969,0.823937969,1.014735425
P28352,,1115,39.59,0.383870848,0.383870848,0.929308425
O35841,,489,42.98,0.708581115,0.708581115,1.03232168
Q9D084,,6612,27.39,0.459269563,0.459269563,1.167195797
Q9D842,,844,40.75,0.268323128,0.268323128,1.14467227
Q9D842,,4051,33.32,0.268323128,0.268323128,1.14467227
Q9D842,,4183,33.08,0.268323128,0.268323128,1.14467227
Q9D842,,6441,28.14,0.268323128,0.268323128,1.14467227
Q9WV08,,6995,25.39,0.770720515,0.770720515,1.291300535
Q03157,,3634,34.02,0.561798455,0.561798455,1.042983701
Q03157,,4250,32.96,0.561798455,0.561798455,1.042983701
Q03157,,5047,31.45,0.561798455,0.561798455,1.042983701
Q03157,,5177,31.21,0.561798455,0.561798455,1.042983701
Q06335,,5212,31.16,0.701301851,0.701301851,1.02255712
Q8C7G5,,1683,37.9,5.81E-05,5.81E-05,0
E9PZG0,,2091,36.96,1,1,Inf
E9PZG0,,2091,36.96,1,1,1.150763644
P12023,,6980,25.46,0.419421878,0.419421878,1.055367945
P12023,,7225,23,0.419421878,0.419421878,1.055367945
Q8K3H0,,1906,37.36,0.695545231,0.695545231,1.030996435
Q8K3H0,,1906,37.36,0.695545231,1,1.150763644
Q8K3H0,,2429,36.24,0.695545231,0.695545231,1.030996435
Q8K3H0,,2429,36.24,0.695545231,1,1.150763644
Q7TQC5,,3534,34.2,0.589802722,0.589802722,1.048320012
Q7TQC5,,4814,31.93,0.589802722,0.589802722,1.048320012
P56402,,5981,29.39,0.590184036,0.590184036,2.904027038
Q8CFQ3,,57,48.94,0.665041428,0.665041428,0.967843217
P04627,,409,43.66,0.847465086,0.847465086,0.983206871
P04627,,409,43.66,0.847465086,1,1.150763644
P04627,,1782,37.64,0.847465086,0.847465086,0.983206871
P04627,,1782,37.64,0.847465086,1,1.150763644
P04627,,2745,35.66,0.847465086,0.847465086,0.983206871
P04627,,2745,35.66,0.847465086,1,1.150763644
P04627,,4692,32.13,0.847465086,0.847465086,0.983206871
P04627,,4692,32.13,0.847465086,1,1.150763644
Q4LDD4,,1894,37.4,0.122175873,0.122175873,0.878006405
Q4LDD4,,4959,31.64,0.122175873,0.122175873,0.878006405
Q4LDD4,,6628,27.31,0.122175873,0.122175873,0.878006405
Q8BZ05,,3389,34.46,0.55338956,0.55338956,0.957892739
Q8R5G7,,2791,35.57,0.217352273,0.217352273,0.879204335
Q9WV31,,4762,32.02,0.499653679,0.499653679,1.174519448
Q9WV31,,5459,30.61,0.499653679,0.499653679,1.174519448
Q5XJY5,,5771,29.92,0.997155812,0.997155812,1.001208265
Q5XJY5,,6226,28.74,0.997155812,0.997155812,1.001208265
Q5XJY5,,6687,27.1,0.997155812,0.997155812,1.001208265
P31955,,4086,33.25,0.455354099,0.455354099,1.872219483
G3X9K3,,7281,21.79,0.733485905,0.733485905,1.028186823
A2A5R2,,2930,35.3,0.451150978,0.451150978,1.05874564
A2A5R2,,3802,33.73,0.451150978,0.451150978,1.05874564
Q61176,,6724,26.94,0.232558443,0.232558443,0.565427054
Q3UL36,,2784,35.59,0.268279526,0.268279526,0.915362691
Q3UL36,,4379,32.72,0.268279526,0.268279526,0.915362691
Q3UL36,,5854,29.7,0.268279526,0.268279526,0.915362691
Q3UL36,,6322,28.46,0.268279526,0.268279526,0.915362691
Q6DFV3,,6858,26.2,0.580306223,0.580306223,1.060000885
Q6DFV3,,6858,26.2,0.580306223,0.825991013,1.01685192
Q6Y5D8,,7190,23.56,0.580306223,0.580306223,1.060000885
Q8C0D4,,2104,36.93,0.963138903,0.963138903,1.00352617
Q8C0D4,,3103,34.99,0.963138903,0.963138903,1.00352617
Q8C0D4,,3433,34.38,0.963138903,0.963138903,1.00352617
Q6DFV3,,6858,26.2,0.825991013,0.580306223,1.060000885
Q6DFV3,,6858,26.2,0.825991013,0.825991013,1.01685192
Q8BL80,,6228,28.73,0.88648666,0.88648666,0.980265364
Q69ZH9,,5258,31.04,0.780623707,0.780623707,0.979520486
Q8C4V1,,4064,33.3,0.82691596,0.82691596,1.022778032
Q8BYW1,,6003,29.32,0.909456008,0.909456008,1.022229961
A2AB59,,1188,39.35,0.476421786,0.476421786,1.068658934
A2AB59,,1331,38.86,0.476421786,0.476421786,1.068658934
A2AB59,,1888,37.41,0.476421786,0.476421786,1.068658934
A2AB59,,3127,34.95,0.476421786,0.476421786,1.068658934
A2AB59,,5503,30.53,0.476421786,0.476421786,1.068658934
Q8CGF1,,3255,34.73,0.766739766,0.766739766,0.976967101
Q811P8,,3373,34.49,0.642216084,0.642216084,1.03242925
Q91YM2,,6650,27.23,0.917227353,0.917227353,1.006536362
Q91YM2,,6650,27.23,0.917227353,1,1.150763644
B1AUY3,,342,44.24,0.389227693,0.389227693,0.881801394
B1AUY3,,1012,39.93,0.389227693,0.389227693,0.881801394
B2RQE8,,6466,28.05,0.876394881,0.876394881,0.984485478
P97393,,1466,38.48,0.257401731,0.257401731,1.08737627
O54834,,1860,37.45,0.823006534,0.823006534,1.031521843
O54834,,2294,36.54,0.823006534,0.823006534,1.031521843
Q9CXP4,,5703,30.11,0.260524064,0.260524064,1.619011564
Q1HDU4,,3782,33.76,0.317451639,0.317451639,0.818920144
Q1HDU4,,4853,31.84,0.317451639,0.317451639,0.818920144
Q61210,,5715,30.07,0.302442251,0.302442251,0.922360456
Q61210,,6142,28.93,0.302442251,0.302442251,0.922360456
Q61210,,6830,26.37,0.302442251,0.302442251,0.922360456
A2AWP8,,2654,35.81,0.228169112,0.228169112,0.912730272
A2AWP8,,2654,35.81,0.228169112,0.907381153,1.006294126
A2AWP8,,3254,34.73,0.228169112,0.228169112,0.912730272
A2AWP8,,3254,34.73,0.228169112,0.907381153,1.006294126
A2AWP8,,5429,30.68,0.228169112,0.228169112,0.912730272
A2AWP8,,5429,30.68,0.228169112,0.907381153,1.006294126
A2AWP8,,2654,35.81,0.907381153,0.228169112,0.912730272
A2AWP8,,2654,35.81,0.907381153,0.907381153,1.006294126
A2AWP8,,3254,34.73,0.907381153,0.228169112,0.912730272
A2AWP8,,3254,34.73,0.907381153,0.907381153,1.006294126
A2AWP8,,5429,30.68,0.907381153,0.228169112,0.912730272
A2AWP8,,5429,30.68,0.907381153,0.907381153,1.006294126
Q8R4H2,,1427,38.59,0.691241194,0.691241194,1.030215419
Q8R4H2,,5843,29.72,0.691241194,0.691241194,1.030215419
Q8R4H2,,5944,29.49,0.691241194,0.691241194,1.030215419
Q80U35,,277,44.77,0.891987526,0.891987526,1.007918495
Q80U35,,3710,33.88,0.891987526,0.891987526,1.007918495
Q80U35,,4712,32.11,0.891987526,0.891987526,1.007918495
Q80U35,,5350,30.83,0.891987526,0.891987526,1.007918495
Q80U35,,6701,27.05,0.891987526,0.891987526,1.007918495
Q6P9R4,,965,40.09,0.7633807,0.7633807,1.022886813
Q6P9R4,,1880,37.42,0.7633807,0.7633807,1.022886813
Q6P9R4,,5785,29.89,0.7633807,0.7633807,1.022886813
Q9CWR0,,5008,31.52,0.88413277,0.88413277,0.976544445
Q9CWR0,,5693,30.13,0.88413277,0.88413277,0.976544445
Q9CWR0,,7257,22.42,0.88413277,0.88413277,0.976544445
P97433,,2670,35.79,0.124612954,0.124612954,1.209128322
Q91X46,,527,42.73,0.421926429,0.421926429,1.062765749
Q8BW86,,4705,32.11,0.643346119,0.643346119,0.912129788
A1IGU4,,2582,35.95,0.639481175,0.639481175,1.090253342
Q80VK6,,29,50.44,1,1,0.993500054
Q7TNR9,,792,41.13,0.487603576,0.487603576,1.07212574
Q8K4I3,,5192,31.19,0.989175554,0.989175554,0.990933011
Q8K4I3,,5248,31.06,0.989175554,0.989175554,0.990933011
Q8K4I3,,5502,30.53,0.989175554,0.989175554,0.990933011
Q9ES28,,5866,29.69,0.210647017,0.210647017,1.099904647
Q9ES28,,5866,29.69,0.210647017,0.357257103,1.073109517
Q3UTH8,,1863,37.45,0.495432429,0.495432429,1.06163525
A2BH40,ARID,102,47.42,0.54799064,0.54799064,1.047058354
A2BH40,ARID,102,47.42,0.54799064,1,1.150763644
A2BH40,ARID,1324,38.89,0.54799064,0.54799064,1.047058354
A2BH40,ARID,1324,38.89,0.54799064,1,1.150763644
A2BH40,ARID,1401,38.65,0.54799064,0.54799064,1.047058354
A2BH40,ARID,1401,38.65,0.54799064,1,1.150763644
A2BH40,ARID,1464,38.49,0.54799064,0.54799064,1.047058354
A2BH40,ARID,1464,38.49,0.54799064,1,1.150763644
A2BH40,ARID,1770,37.67,0.54799064,0.54799064,1.047058354
A2BH40,ARID,1770,37.67,0.54799064,1,1.150763644
A2BH40,ARID,1785,37.64,0.54799064,0.54799064,1.047058354
A2BH40,ARID,1785,37.64,0.54799064,1,1.150763644
A2BH40,ARID,3593,34.09,0.54799064,0.54799064,1.047058354
A2BH40,ARID,3593,34.09,0.54799064,1,1.150763644
A2BH40,ARID,4502,32.49,0.54799064,0.54799064,1.047058354
A2BH40,ARID,4502,32.49,0.54799064,1,1.150763644
E9Q4N7,ARID,1696,37.85,0.266731951,0.266731951,1.08742865
E9Q4N7,ARID,4896,31.76,0.266731951,0.266731951,1.08742865
Q62431,ARID,7264,22.26,0.941433663,0.941433663,1.008306986
Q62431,ARID,7264,22.26,0.941433663,1,1.150763644
Q9Z1N7,ARID,5497,30.54,0.507717102,0.507717102,1.09028501
A6PWV5,ARID,912,40.3,0.193406601,0.193406601,1.854422995
F8VPQ2,ARID,2555,36,0.412841244,0.412841244,1.071745048
F8VPQ2,ARID,2555,36,0.412841244,0.857876052,1.014287516
F8VPQ2,ARID,2555,36,0.412841244,1,1.150763644
F8VPQ2,ARID,3149,34.92,0.412841244,0.412841244,1.071745048
F8VPQ2,ARID,3149,34.92,0.412841244,0.857876052,1.014287516
F8VPQ2,ARID,3149,34.92,0.412841244,1,1.150763644
F8VPQ2,ARID,3295,34.65,0.412841244,0.412841244,1.071745048
F8VPQ2,ARID,3295,34.65,0.412841244,0.857876052,1.014287516
F8VPQ2,ARID,3295,34.65,0.412841244,1,1.150763644
F8VPQ2,ARID,3384,34.46,0.412841244,0.412841244,1.071745048
F8VPQ2,ARID,3384,34.46,0.412841244,0.857876052,1.014287516
F8VPQ2,ARID,3384,34.46,0.412841244,1,1.150763644
F8VPQ2,ARID,6736,26.89,0.412841244,0.412841244,1.071745048
F8VPQ2,ARID,6736,26.89,0.412841244,0.857876052,1.014287516
F8VPQ2,ARID,6736,26.89,0.412841244,1,1.150763644
A2CG63,ARID,1207,39.28,0.933975477,0.933975477,0.995265251
A2CG63,ARID,4303,32.85,0.933975477,0.933975477,0.995265251
A2CG63,ARID,4843,31.85,0.933975477,0.933975477,0.995265251
A2CG63,ARID,6218,28.74,0.933975477,0.933975477,0.995265251
Q3U108,ARID,1413,38.62,0.608393672,0.608393672,1.127181887
Q3U108,ARID,1413,38.62,0.608393672,1,1.150763644
Q3U108,ARID,2769,35.62,0.608393672,0.608393672,1.127181887
Q3U108,ARID,2769,35.62,0.608393672,1,1.150763644
Q3U108,ARID,4020,33.38,0.608393672,0.608393672,1.127181887
Q3U108,ARID,4020,33.38,0.608393672,1,1.150763644
Q8BM75,ARID,3615,34.05,0.94447105,0.94447105,1.005362469
Q8BM75,ARID,3889,33.59,0.94447105,0.94447105,1.005362469
Q9Z1K5,,3707,33.89,0.398411555,0.398411555,1.066974393
Q640N2,,4035,33.34,0.938258108,0.938258108,0.999393546
Q640N2,,4035,33.34,0.938258108,0.281594441,0.913145283
Q640N2,,6078,29.12,0.938258108,0.938258108,0.999393546
Q640N2,,6078,29.12,0.938258108,0.281594441,0.913145283
Q640N2,,4035,33.34,0.281594441,0.938258108,0.999393546
Q640N2,,4035,33.34,0.281594441,0.281594441,0.913145283
Q640N2,,6078,29.12,0.281594441,0.938258108,0.999393546
Q640N2,,6078,29.12,0.281594441,0.281594441,0.913145283
Q6PA06,,2804,35.53,0.323289229,0.323289229,0.911048984
Q6PA06,,2804,35.53,0.323289229,0.590746309,1.040126225
Q6PA06,,3587,34.1,0.323289229,0.323289229,0.911048984
Q6PA06,,3587,34.1,0.323289229,0.590746309,1.040126225
Q80X86,,4980,31.58,0.467555788,0.467555788,0.277412593
Q3URY6,,2776,35.61,0.896135992,0.896135992,0.978487537
Q3URY6,,4161,33.11,0.896135992,0.896135992,0.978487537
Q3URY6,,5364,30.8,0.896135992,0.896135992,0.978487537
Q3URY6,,5581,30.38,0.896135992,0.896135992,0.978487537
Q3URY6,,5664,30.21,0.896135992,0.896135992,0.978487537
B2RY50,,2642,35.84,0.800785597,0.800785597,1.057017466
Q5EBP3,,3,55.69,0.844480717,0.844480717,0.980920846
Q8BHS6,,5523,30.48,0.805988142,0.805988142,1.016328218
P53762,bHLH,5092,31.36,0.339343101,0.339343101,0.92596706
P53762,bHLH,5325,30.9,0.339343101,0.339343101,0.92596706
Q61324,bHLH,3303,34.63,0.339343101,0.339343101,0.92596706
Q61324,bHLH,3303,34.63,0.339343101,0.439423917,1.058054647
Q61324,bHLH,3303,34.63,0.439423917,0.339343101,0.92596706
Q61324,bHLH,3303,34.63,0.439423917,0.439423917,1.058054647
Q2VPD4,bHLH,3306,34.63,0.624090674,0.624090674,1.056777316
Q2VPD4,bHLH,3306,34.63,0.624090674,0.794439984,0.970994102
Q2VPD4,bHLH,5484,30.56,0.624090674,0.624090674,1.056777316
Q2VPD4,bHLH,5484,30.56,0.624090674,0.794439984,0.970994102
Q2VPD4,bHLH,3306,34.63,0.794439984,0.624090674,1.056777316
Q2VPD4,bHLH,3306,34.63,0.794439984,0.794439984,0.970994102
Q2VPD4,bHLH,5484,30.56,0.794439984,0.624090674,1.056777316
Q2VPD4,bHLH,5484,30.56,0.794439984,0.794439984,0.970994102
Q9CPW4,,3064,35.08,0.180281008,0.180281008,1.111050771
P56212,,431,43.48,0.341659625,0.341659625,1.139647443
P56212,,2922,35.32,0.341659625,0.341659625,1.139647443
Q9DCB4,,5036,31.47,0.61048222,0.61048222,1.056958991
Q8BWG8,,2946,35.28,0.478857647,0.478857647,1.054408854
Q8BWG8,,3155,34.91,0.478857647,0.478857647,1.054408854
Q32KI9,,1342,38.83,0.791865186,0.791865186,0.935816295
Q32KI9,,2207,36.7,0.791865186,0.791865186,0.935816295
Q8BM89,,1041,39.84,0.281084367,0.281084367,1.249341731
Q9Z0L2,,6431,28.16,0.949867765,0.949867765,1.031321167
P98203,,1385,38.69,0.742172089,0.742172089,0.969017152
P98203,,2077,37,0.742172089,0.742172089,0.969017152
P98203,,2505,36.09,0.742172089,0.742172089,0.969017152
P98203,,2571,35.96,0.742172089,0.742172089,0.969017152
P98203,,6277,28.57,0.742172089,0.742172089,0.969017152
Q9QWY8,,2154,36.82,0.804414357,0.804414357,1.018460682
Q7SIG6,,2908,35.34,0.920392196,0.920392196,0.993626534
Q5U464,,3456,34.35,0.901169314,0.901169314,1.01609628
Q5U464,,5113,31.33,0.901169314,0.901169314,1.01609628
Q8K0L0,,4563,32.37,0.83961352,0.83961352,1.028786985
Q8K0L0,,5360,30.81,0.83961352,0.83961352,1.028786985
Q91ZT8,,2307,36.51,,,
Q91WR3,,6403,28.24,0.324611273,0.324611273,0.9245004
O35885,bHLH,1120,39.57,0.900026976,0.900026976,1.044897385
Q9JJR7,bHLH,6418,28.2,0.797876533,0.797876533,0.752047122
M0QW46,bHLH,3360,34.53,0.513909768,0.513909768,1.462434306
M0QWB7,bHLH,5610,30.3,0.737244306,0.737244306,0.859909968
Q99MY8,,4013,33.38,0.235716576,0.235716576,1.093756278
Q91X20,,1086,39.7,0.48941978,0.48941978,0.945117691
Q6X1Y6,,4656,32.2,0.980386304,0.980386304,0.984545132
D3KU66,,6548,27.7,0.786440363,0.786440363,1.582118451
Q8BSY0,,1552,38.23,0.697861529,0.697861529,1.036907152
Q8VBT9,,1769,37.67,0.884428233,0.884428233,0.988234031
Q8VBT9,,6286,28.54,0.884428233,0.884428233,0.988234031
P59598,,3000,35.19,0.849300714,0.849300714,1.01506428
Q8BZ32,,7119,24.29,0.947686818,0.947686818,1.00757175
Q8C4A5,,824,40.93,0.306908852,0.306908852,1.106814596
Q8C4A5,,2174,36.78,0.306908852,0.306908852,1.106814596
Q8VD46,,4867,31.82,0.823713412,0.823713412,3.142500035
